DATE,PRICE,OPEN,HIGH,LOW,VOLUME,CHANGE(%)
25 Mar 2021,355.20,360.00,360.85,345.20,57495003,-1.29%
24 Mar 2021,359.85,368.50,369.05,358.65,42318999,-3.45%
23 Mar 2021,372.70,368.70,377.95,367.05,41032380,1.55%
22 Mar 2021,367.00,372.00,372.80,363.50,28461974,-1.12%
19 Mar 2021,371.15,363.95,372.90,357.25,60309145,1.10%
18 Mar 2021,367.10,371.50,375.00,361.10,39405038,-0.29%
17 Mar 2021,368.15,378.20,379.65,366.05,33143064,-2.75%
16 Mar 2021,378.55,385.60,387.85,376.10,38196452,-1.39%
15 Mar 2021,383.90,382.50,386.00,369.35,42722976,0.73%
12 Mar 2021,381.10,391.70,393.20,377.50,35336355,-1.70%
10 Mar 2021,387.70,391.10,393.00,385.70,22677399,0.03%
09 Mar 2021,387.60,393.45,394.90,382.25,28054083,-0.51%
08 Mar 2021,389.60,388.45,393.40,386.05,39147858,1.55%
05 Mar 2021,383.65,395.00,395.00,378.10,72179228,-3.03%
04 Mar 2021,395.65,398.70,403.50,394.45,43603653,-2.32%
03 Mar 2021,405.05,396.50,408.90,396.00,46268223,2.75%
02 Mar 2021,394.20,395.00,399.55,390.55,30534337,-0.19%
01 Mar 2021,394.95,395.10,397.70,391.00,29677890,1.23%
26 Feb 2021,390.15,399.50,401.00,387.00,64450414,-4.20%
25 Feb 2021,407.25,411.00,414.90,406.55,46988836,0.25%
24 Feb 2021,406.25,397.00,410.50,395.20,39632090,2.69%
23 Feb 2021,395.60,392.00,399.70,389.00,45462768,1.57%
22 Feb 2021,389.50,400.60,401.00,385.65,52535049,-2.52%
19 Feb 2021,399.55,415.00,415.00,395.00,66155518,-3.77%
18 Feb 2021,415.20,425.05,427.70,413.70,67154539,0.84%
17 Feb 2021,411.75,403.00,414.85,400.15,74161370,2.34%
16 Feb 2021,402.35,412.00,415.75,400.30,80365431,-1.13%
15 Feb 2021,406.95,397.50,409.45,395.70,56608937,3.51%
12 Feb 2021,393.15,391.00,399.35,385.55,53589755,0.77%
11 Feb 2021,390.15,391.80,396.95,388.25,36392708,-0.54%
10 Feb 2021,392.25,394.05,397.90,388.00,54163507,-0.65%
09 Feb 2021,394.80,396.75,403.50,389.00,63869990,-0.57%
08 Feb 2021,397.05,398.00,407.80,394.75,79389205,1.00%
05 Feb 2021,393.10,387.00,408.35,385.15,214955688,10.70%
04 Feb 2021,355.10,334.40,358.00,331.10,145203439,5.70%
03 Feb 2021,335.95,333.75,339.90,325.80,66420168,0.86%
02 Feb 2021,333.10,315.00,337.40,315.00,121434166,7.21%
01 Feb 2021,310.70,285.10,313.90,282.75,103414068,10.14%
29 Jan 2021,282.10,285.60,290.65,279.10,42300984,-0.09%
28 Jan 2021,282.35,271.90,283.35,269.50,48717297,2.43%
27 Jan 2021,275.65,280.20,284.85,272.70,39211107,-1.89%
25 Jan 2021,280.95,284.50,288.00,277.05,34034630,-0.97%
22 Jan 2021,283.70,295.50,298.00,282.40,44440810,-3.78%
21 Jan 2021,294.85,304.00,305.15,291.50,29995203,-2.55%
20 Jan 2021,302.55,298.80,304.70,296.85,33759304,1.32%
19 Jan 2021,298.60,297.65,302.50,296.40,35803901,1.41%
18 Jan 2021,294.45,303.50,308.65,292.20,54969750,-3.09%
15 Jan 2021,303.85,306.80,310.90,301.30,35307601,-1.11%
14 Jan 2021,307.25,306.70,309.25,303.80,40123498,0.15%
13 Jan 2021,306.80,296.00,308.00,294.50,78042133,4.89%
12 Jan 2021,292.50,280.00,293.85,277.90,44307145,3.54%
11 Jan 2021,282.50,288.00,288.20,279.60,29703173,-1.22%
08 Jan 2021,286.00,290.10,291.40,285.20,32543357,-0.59%
07 Jan 2021,287.70,289.00,291.80,287.00,30546600,0.93%
06 Jan 2021,285.05,283.00,289.15,281.40,40765708,1.17%
05 Jan 2021,281.75,278.05,282.45,277.00,27393072,0.25%
04 Jan 2021,281.05,281.85,283.90,277.75,31450608,0.59%
01 Jan 2021,279.40,274.90,280.00,274.40,24531791,1.62%
31 Dec 2020,274.95,275.00,277.25,272.60,29467966,-0.70%
30 Dec 2020,276.90,278.00,278.70,272.50,30971894,-0.36%
29 Dec 2020,277.90,276.30,279.90,274.70,45032526,0.98%
28 Dec 2020,275.20,268.75,276.00,268.00,36870242,3.13%
24 Dec 2020,266.85,265.00,268.85,264.65,28585509,1.46%
23 Dec 2020,263.00,256.95,263.90,255.60,29056404,2.16%
22 Dec 2020,257.45,254.80,258.70,248.25,51189571,1.08%
21 Dec 2020,254.70,268.45,269.00,251.05,55160758,-6.17%
18 Dec 2020,271.45,267.70,271.95,265.00,29816205,1.40%
17 Dec 2020,267.70,270.00,272.15,266.70,25904699,-0.63%
16 Dec 2020,269.40,272.80,273.65,268.50,24844177,-0.46%
15 Dec 2020,270.65,274.05,274.05,268.15,34890948,-1.29%
14 Dec 2020,274.20,274.00,276.15,272.35,31946501,0.64%
11 Dec 2020,272.45,270.05,276.25,270.05,50255223,1.08%
10 Dec 2020,269.55,269.00,271.00,265.55,38676657,-0.30%
09 Dec 2020,270.35,272.10,274.90,269.20,48495641,-0.57%
08 Dec 2020,271.90,270.95,273.70,265.25,65617502,0.85%
07 Dec 2020,269.60,263.80,271.45,263.00,76053084,2.31%
04 Dec 2020,263.50,257.00,264.35,253.55,79252024,2.81%
03 Dec 2020,256.30,249.30,259.00,248.00,79266442,3.79%
02 Dec 2020,246.95,248.35,250.85,244.10,56723083,-0.44%
01 Dec 2020,248.05,245.00,248.95,244.25,37003272,1.56%
27 Nov 2020,244.25,245.45,246.25,242.05,54355703,-0.49%
26 Nov 2020,245.45,244.00,246.25,240.15,64248318,1.01%
25 Nov 2020,243.00,245.45,249.90,241.60,74767232,-0.35%
24 Nov 2020,243.85,240.50,245.00,239.50,47636611,2.16%
23 Nov 2020,238.70,243.50,246.15,238.10,57538324,-1.67%
20 Nov 2020,242.75,241.50,245.40,233.95,84411129,1.25%
19 Nov 2020,239.75,248.00,251.80,239.00,82284278,-4.86%
18 Nov 2020,252.00,239.40,253.00,237.90,104514060,4.91%
17 Nov 2020,240.20,231.85,241.60,231.00,80501583,4.59%
14 Nov 2020,229.65,232.00,232.90,227.75,7753219,0.09%
13 Nov 2020,229.45,225.00,230.65,220.10,70676525,1.17%
12 Nov 2020,226.80,233.20,233.35,225.65,58859905,-3.16%
11 Nov 2020,234.20,232.75,239.35,227.75,107094861,1.08%
10 Nov 2020,231.70,223.10,235.00,223.00,135294550,5.56%
09 Nov 2020,219.50,222.50,222.65,217.05,60359458,0.14%
06 Nov 2020,219.20,219.00,221.85,217.05,73147085,0.25%
05 Nov 2020,218.65,216.00,221.00,214.75,138023646,5.63%
04 Nov 2020,207.00,203.50,209.00,198.05,117577856,1.10%
03 Nov 2020,204.75,198.00,205.80,197.60,69890201,4.44%
02 Nov 2020,196.05,192.20,197.25,190.05,52600119,3.59%
30 Oct 2020,189.25,189.35,192.00,186.15,41520135,0.29%
29 Oct 2020,188.70,189.35,190.70,185.90,44823105,-0.92%
28 Oct 2020,190.45,195.00,195.00,189.05,46462213,-2.16%
27 Oct 2020,194.65,197.25,197.55,192.25,37802664,-1.04%
26 Oct 2020,196.70,202.70,204.00,195.60,45471498,-3.01%
23 Oct 2020,202.80,204.00,205.60,201.55,32708098,-0.25%
22 Oct 2020,203.30,201.90,204.60,201.10,33721761,-0.22%
21 Oct 2020,203.75,204.70,207.30,198.85,54516482,0.34%
20 Oct 2020,203.05,201.00,204.35,200.70,39317197,-0.47%
19 Oct 2020,204.00,196.20,204.60,196.05,60223657,4.11%
16 Oct 2020,195.95,194.00,196.75,191.60,36894938,1.61%
15 Oct 2020,192.85,201.00,202.50,192.00,49184944,-3.60%
14 Oct 2020,200.05,194.05,200.90,193.05,40550062,2.22%
13 Oct 2020,195.70,198.65,200.00,195.10,34949604,-1.51%
12 Oct 2020,198.70,199.70,205.95,197.25,69125880,0.20%
09 Oct 2020,198.30,192.00,198.80,190.55,64908374,3.55%
08 Oct 2020,191.50,191.35,195.80,190.55,43351954,0.42%
07 Oct 2020,190.70,192.55,193.15,189.10,34578821,-0.47%
06 Oct 2020,191.60,191.10,192.10,188.30,31098807,1.51%
05 Oct 2020,188.75,192.00,193.80,187.05,41694812,-0.81%
01 Oct 2020,190.30,187.00,191.20,186.90,43589041,2.64%
30 Sep 2020,185.40,185.05,186.80,182.40,37642302,0.19%
29 Sep 2020,185.05,188.50,188.95,183.25,35688939,-1.17%
28 Sep 2020,187.25,184.00,188.15,183.35,41921659,2.77%
25 Sep 2020,182.20,179.00,182.75,176.15,46550618,3.32%
24 Sep 2020,176.35,181.10,181.80,175.50,46115352,-4.05%
23 Sep 2020,183.80,188.15,188.95,181.00,44321881,-1.29%
22 Sep 2020,186.20,186.15,188.30,181.15,51216440,0.22%
21 Sep 2020,185.80,193.05,193.50,184.25,57614739,-3.53%
18 Sep 2020,192.60,196.00,197.20,189.70,55286449,-1.46%
17 Sep 2020,195.45,197.00,198.00,195.00,41226058,-1.39%
16 Sep 2020,198.20,199.85,200.05,196.25,52407160,-0.97%
15 Sep 2020,200.15,199.90,201.00,197.10,51762796,0.83%
14 Sep 2020,198.50,205.90,206.20,197.35,63606706,-2.07%
11 Sep 2020,202.70,198.55,203.85,197.00,48488142,2.30%
10 Sep 2020,198.15,197.70,201.45,195.20,67790247,1.69%
09 Sep 2020,194.85,201.10,201.40,192.50,72716962,-4.51%
08 Sep 2020,204.05,207.90,208.50,202.90,34147081,-1.85%
07 Sep 2020,207.90,207.50,209.65,205.40,35687677,0.63%
04 Sep 2020,206.60,210.00,212.30,205.90,54435819,-3.07%
03 Sep 2020,213.15,217.50,218.25,212.30,38595597,-1.43%
02 Sep 2020,216.25,218.25,219.00,212.30,47608719,-0.85%
01 Sep 2020,218.10,213.10,218.90,211.20,75048317,2.88%
31 Aug 2020,212.00,231.55,231.55,210.35,119990567,-5.71%
28 Aug 2020,224.85,217.00,225.90,216.80,95983850,4.27%
27 Aug 2020,215.65,210.50,216.50,210.50,80999489,2.76%
26 Aug 2020,209.85,208.50,210.35,206.15,66750983,0.91%
25 Aug 2020,207.95,204.00,208.45,202.70,105397006,3.23%
24 Aug 2020,201.45,200.00,202.80,198.60,53866579,1.54%
21 Aug 2020,198.40,199.00,201.50,197.65,68047789,1.87%
20 Aug 2020,194.75,194.00,196.35,193.25,37505379,-1.17%
19 Aug 2020,197.05,196.40,200.30,195.90,59302164,1.00%
18 Aug 2020,195.10,193.80,195.75,191.70,46295650,1.04%
17 Aug 2020,193.10,198.45,198.65,191.50,54788249,-1.73%
14 Aug 2020,196.50,203.00,204.00,194.60,56176117,-2.67%
13 Aug 2020,201.90,205.50,207.30,200.75,70443500,-0.69%
12 Aug 2020,203.30,196.00,204.25,194.60,157820882,4.23%
11 Aug 2020,195.05,195.00,196.80,193.75,43892064,0.64%
10 Aug 2020,193.80,191.85,195.50,191.70,48785067,1.65%
07 Aug 2020,190.65,191.45,192.10,189.55,44822757,-0.16%
06 Aug 2020,190.95,192.30,194.50,190.25,59740299,-0.26%
05 Aug 2020,191.45,192.75,196.85,191.00,68888954,-0.08%
04 Aug 2020,191.60,193.35,193.80,190.50,43867110,-0.34%
03 Aug 2020,192.25,192.00,194.60,190.05,72457670,0.42%
31 Jul 2020,191.45,188.00,194.85,186.70,145903102,2.63%
30 Jul 2020,186.55,192.50,193.50,186.05,48478733,-2.43%
29 Jul 2020,191.20,187.60,195.25,187.00,73766851,0.92%
28 Jul 2020,189.45,188.00,190.50,185.75,51490418,1.23%
27 Jul 2020,187.15,193.00,193.20,186.50,50714366,-2.50%
24 Jul 2020,191.95,195.70,196.30,190.65,65266228,-3.18%
23 Jul 2020,198.25,192.40,199.10,191.15,70802269,3.26%
22 Jul 2020,192.00,195.70,196.75,190.10,62276770,-1.23%
21 Jul 2020,194.40,192.45,196.20,191.50,59286092,1.91%
20 Jul 2020,190.75,190.00,193.25,188.75,45680606,1.35%
17 Jul 2020,188.20,186.80,189.50,185.00,47035751,1.05%
16 Jul 2020,186.25,185.00,186.95,181.65,46549518,1.33%
15 Jul 2020,183.80,187.95,189.95,183.00,58528072,-1.21%
14 Jul 2020,186.05,192.30,192.30,184.60,62243325,-3.45%
13 Jul 2020,192.70,198.80,199.80,191.60,61952344,-1.48%
10 Jul 2020,195.60,198.00,202.50,194.80,111410003,-1.76%
09 Jul 2020,199.10,192.80,201.00,192.55,89540860,3.75%
08 Jul 2020,191.90,188.90,197.45,188.40,143083196,1.75%
07 Jul 2020,188.60,187.00,189.20,184.05,55124984,0.29%
06 Jul 2020,188.05,186.60,189.85,186.15,43789749,1.81%
03 Jul 2020,184.70,186.65,186.85,183.40,38050996,-0.40%
02 Jul 2020,185.45,185.65,188.00,184.00,52127613,0.35%
01 Jul 2020,184.80,179.45,185.40,178.60,54015536,3.56%
30 Jun 2020,178.45,181.10,182.90,177.25,43616291,-0.45%
29 Jun 2020,179.25,183.00,183.10,178.50,50967079,-2.90%
26 Jun 2020,184.60,188.00,188.60,183.80,49178705,-0.35%
25 Jun 2020,185.25,182.20,186.80,180.40,73626947,0.35%
24 Jun 2020,184.60,194.80,194.90,183.90,74670206,-4.08%
23 Jun 2020,192.45,189.60,193.10,187.85,65487726,2.53%
22 Jun 2020,187.70,185.00,191.75,184.25,80024673,1.73%
19 Jun 2020,184.50,180.30,184.95,179.50,76897890,2.70%
18 Jun 2020,179.65,172.40,180.65,171.10,58262367,3.87%
17 Jun 2020,172.95,171.00,176.20,169.25,73867145,0.03%
16 Jun 2020,172.90,178.00,178.95,169.40,63929925,-0.46%
15 Jun 2020,173.70,177.85,177.85,172.00,63617286,-3.04%
12 Jun 2020,179.15,170.00,180.00,169.80,92761694,1.13%
11 Jun 2020,177.15,188.00,190.40,176.35,91729798,-5.62%
10 Jun 2020,187.70,184.55,189.00,183.80,67335901,1.76%
09 Jun 2020,184.45,187.70,191.00,183.35,96656234,-1.26%
08 Jun 2020,186.80,197.00,197.50,185.80,151750421,-0.53%
05 Jun 2020,187.80,176.55,189.80,176.00,201325176,7.90%
04 Jun 2020,174.05,174.90,177.65,171.50,83495015,-0.49%
03 Jun 2020,174.90,172.50,179.90,172.00,113173574,2.73%
02 Jun 2020,170.25,169.90,171.30,167.20,70422258,0.12%
01 Jun 2020,170.05,164.00,171.40,163.35,92742124,5.42%
29 May 2020,161.30,156.10,161.90,155.20,58368035,1.96%
28 May 2020,158.20,159.45,162.40,156.70,76970390,-0.25%
27 May 2020,158.60,151.95,160.80,150.80,88206678,4.76%
26 May 2020,151.40,152.40,153.20,150.20,48281208,0.36%
22 May 2020,150.85,152.00,155.60,149.45,87069955,-0.72%
21 May 2020,151.95,153.65,156.15,151.50,61150189,-0.95%
20 May 2020,153.40,153.00,155.25,151.15,66178068,0.39%
19 May 2020,152.80,157.50,157.85,152.40,71522983,-1.61%
18 May 2020,155.30,166.40,166.40,155.00,77350889,-6.67%
15 May 2020,166.40,167.95,168.25,164.70,35498484,-0.92%
14 May 2020,167.95,170.95,171.75,167.50,48137099,-3.53%
13 May 2020,174.10,178.55,178.55,170.50,81721884,4.31%
12 May 2020,166.90,164.20,168.50,160.85,70752913,0.88%
11 May 2020,165.45,167.95,168.90,165.00,54594499,-0.72%
08 May 2020,166.65,172.45,173.80,166.10,55935527,-2.40%
07 May 2020,170.75,170.85,172.55,168.80,42944139,-0.20%
06 May 2020,171.10,171.15,173.30,166.55,73156881,0.41%
05 May 2020,170.40,181.00,181.25,168.80,91050629,-4.72%
04 May 2020,178.85,182.45,183.50,178.00,58122608,-6.12%
30 Apr 2020,190.50,193.50,195.90,189.70,63069460,0.21%
29 Apr 2020,190.10,185.00,191.80,183.50,57470639,3.15%
28 Apr 2020,184.30,182.00,185.35,181.20,49590249,1.88%
27 Apr 2020,180.90,183.50,183.50,180.50,43003001,0.64%
24 Apr 2020,179.75,184.00,184.00,179.00,65146846,-3.72%
23 Apr 2020,186.70,187.75,189.90,185.15,50957437,-1.06%
22 Apr 2020,188.70,185.50,189.50,181.35,61503792,2.14%
21 Apr 2020,184.75,188.00,188.20,183.00,53043573,-4.03%
20 Apr 2020,192.50,194.00,197.35,190.05,81961666,-0.39%
17 Apr 2020,193.25,196.00,198.00,186.30,89858053,2.52%
16 Apr 2020,188.50,182.00,189.90,180.25,61165997,3.37%
15 Apr 2020,182.35,187.00,191.95,180.15,72190294,-0.63%
13 Apr 2020,183.50,186.80,188.70,183.10,51847574,-2.26%
09 Apr 2020,187.75,188.00,190.00,183.60,62417301,2.60%
08 Apr 2020,183.00,182.90,194.40,180.45,80436673,-1.82%
07 Apr 2020,186.40,184.40,187.30,177.60,72133717,6.21%
03 Apr 2020,175.50,187.55,188.20,175.00,64455937,-5.92%
01 Apr 2020,186.55,194.00,194.50,185.25,52954482,-5.23%
31 Mar 2020,196.85,192.00,198.50,188.05,59543906,5.32%
30 Mar 2020,186.90,190.00,195.00,186.25,60083237,-4.62%
27 Mar 2020,195.95,202.00,211.90,195.00,114746995,1.66%
26 Mar 2020,192.75,191.55,201.00,185.10,107260674,1.50%
25 Mar 2020,189.90,178.00,195.25,176.45,71568237,3.66%
24 Mar 2020,183.20,190.95,191.95,173.55,67492010,0.88%
23 Mar 2020,181.60,190.00,199.50,180.25,61751758,-13.46%
20 Mar 2020,209.85,205.55,215.70,200.00,77393021,3.04%
19 Mar 2020,203.65,202.95,219.75,198.15,93535977,-5.37%
18 Mar 2020,215.20,221.00,223.15,200.10,101405421,0.02%
17 Mar 2020,215.15,227.20,229.90,212.05,65414721,-3.67%
16 Mar 2020,223.35,227.90,231.40,220.60,75584607,-7.71%
13 Mar 2020,242.00,200.00,248.80,184.65,155703140,13.83%
12 Mar 2020,212.60,231.90,231.90,208.60,99770256,-13.26%
11 Mar 2020,245.10,253.00,258.50,243.10,90847179,-3.29%
09 Mar 2020,253.45,260.05,262.75,251.15,101294751,-6.30%
06 Mar 2020,270.50,268.00,274.40,253.95,106043172,-6.24%
05 Mar 2020,288.50,290.90,298.40,270.00,149245973,1.12%
04 Mar 2020,285.30,291.80,293.00,275.10,73675736,-1.57%
03 Mar 2020,289.85,293.00,294.40,285.30,61949382,0.85%
02 Mar 2020,287.40,311.00,312.00,284.05,66711413,-5.15%
28 Feb 2020,303.00,312.00,314.65,301.10,59705346,-5.89%
27 Feb 2020,321.95,328.00,330.00,318.00,47010040,-1.90%
26 Feb 2020,328.20,324.85,330.80,324.20,43915281,0.43%
25 Feb 2020,326.80,325.90,328.15,322.20,39050709,1.19%
24 Feb 2020,322.95,325.75,331.30,321.85,45273936,-1.43%
20 Feb 2020,327.65,319.35,329.20,318.75,40150409,2.28%
19 Feb 2020,320.35,322.30,324.00,317.25,39846727,0.88%
18 Feb 2020,317.55,315.40,319.20,309.40,38588583,1.07%
17 Feb 2020,314.20,320.95,321.15,311.65,36950692,-1.63%
14 Feb 2020,319.40,328.10,331.90,318.55,48205947,-2.46%
13 Feb 2020,327.45,322.00,330.95,322.00,62516057,2.26%
12 Feb 2020,320.20,329.90,329.90,319.25,38930849,-1.28%
11 Feb 2020,324.35,321.05,325.80,321.05,30188757,1.84%
10 Feb 2020,318.50,319.80,322.80,316.50,24816396,-0.64%
07 Feb 2020,320.55,321.50,325.00,318.40,37126803,-0.43%
06 Feb 2020,321.95,311.20,323.50,310.10,57757656,3.52%
05 Feb 2020,311.00,306.90,313.65,304.60,35014841,1.55%
04 Feb 2020,306.25,302.90,307.55,297.10,51141567,2.73%
03 Feb 2020,298.10,303.00,306.85,295.35,56060158,-1.49%
01 Feb 2020,302.60,317.95,322.65,296.30,61841736,-4.98%
31 Jan 2020,318.45,313.70,321.70,308.60,92656638,2.49%
30 Jan 2020,310.70,316.75,316.75,305.65,35802330,-1.82%
29 Jan 2020,316.45,317.85,319.70,315.55,23914114,0.43%
28 Jan 2020,315.10,317.95,320.00,311.05,26488426,-0.35%
27 Jan 2020,316.20,320.90,322.00,315.80,23309355,-2.42%
24 Jan 2020,324.05,323.50,327.30,321.15,22706879,0.26%
23 Jan 2020,323.20,316.00,324.80,314.15,33293610,2.23%
22 Jan 2020,316.15,317.00,317.00,313.70,24994911,0.78%
21 Jan 2020,313.70,313.80,316.95,312.00,30591772,-0.10%
20 Jan 2020,314.00,321.00,321.45,313.40,30682902,-1.26%
17 Jan 2020,318.00,313.00,323.50,310.10,58396326,-1.64%
16 Jan 2020,323.30,324.00,326.90,322.35,26653623,-0.29%
15 Jan 2020,324.25,329.00,329.20,322.35,32625740,-1.14%
14 Jan 2020,328.00,329.80,331.70,326.50,26296117,-0.83%
13 Jan 2020,330.75,334.00,335.45,329.05,23615129,-0.45%
10 Jan 2020,332.25,331.00,337.95,328.10,42377838,0.62%
09 Jan 2020,330.20,326.90,331.40,325.00,40348407,3.25%
08 Jan 2020,319.80,312.10,321.50,311.00,44527485,0.44%
07 Jan 2020,318.40,324.45,327.00,315.40,50966826,-0.19%
06 Jan 2020,319.00,331.70,331.70,317.70,35645325,-4.41%
03 Jan 2020,333.70,337.95,337.95,332.00,21853208,-1.65%
02 Jan 2020,339.30,334.50,339.85,333.35,20324236,1.45%
01 Jan 2020,334.45,334.70,335.95,332.15,17379320,0.21%